record_id,stock_code,company_short,source_file,source_record_no,pdf_page,time_point,equity_structure_scope,shareholder_name,investor_type_auto,shares_held_wan,capital_contribution_wan,shareholding_ratio_pct,total_shares_wan,total_capital_wan,source_evidence,auto_flags
AUTO-SNAP-001282-011,001282,三联锻造,001282_三联锻造.jsonl,24,33,2014-05增资后,有限公司注册资本,张松满,自然人/其他,,1675.0,33.5,,5000.0,"三联有限增资3,000万元，其中由孙国奉出资1,995万元，张松满出资1,005万元。2014年5月，三联有限第二次增资，注册资本：5,000万元。股权结构：孙国奉66.50%，张松满33.50%。",
AUTO-SNAP-001282-012,001282,三联锻造,001282_三联锻造.jsonl,25,33,2017-02增资后,有限公司注册资本,孙国奉,自然人/其他,,3325.0,54.06,,6150.0,"三联有限增资1,150万元，由高新同华出资1,150万元。2017年2月，三联有限第三次增资，注册资本：6,150万元。股权结构：孙国奉54.06%，张松满27.24%，高新同华18.70%。",
AUTO-SNAP-001282-013,001282,三联锻造,001282_三联锻造.jsonl,26,33,2017-02增资后,有限公司注册资本,张松满,自然人/其他,,1675.0,27.24,,6150.0,"三联有限增资1,150万元，由高新同华出资1,150万元。2017年2月，三联有限第三次增资，注册资本：6,150万元。股权结构：孙国奉54.06%，张松满27.24%，高新同华18.70%。",
AUTO-SNAP-001282-014,001282,三联锻造,001282_三联锻造.jsonl,27,33,2017-02增资后,有限公司注册资本,安徽高新同华创业投资基金（有限合伙）,PE/VC或私募基金,,1150.0,18.7,,6150.0,"三联有限增资1,150万元，由高新同华出资1,150万元。2017年2月，三联有限第三次增资，注册资本：6,150万元。股权结构：孙国奉54.06%，张松满27.24%，高新同华18.70%。",
AUTO-SNAP-001282-015,001282,三联锻造,001282_三联锻造.jsonl,28,34,2017-11增资后,有限公司注册资本,孙国奉,自然人/其他,,4655.0,57.12,,8150.0,"三联有限增资2,000万元，三联有限将未分配利润2,000万元向孙国奉、张松满定向转增注册资本，其中孙国奉定向转增1,330万元，张松满定向转增670万元。2017年11月，三联有限第四次增资，注册资本：8,150万元。股权结构：孙国奉57.12%，张松满28.77%，高新同华14.11%。",
AUTO-SNAP-001282-016,001282,三联锻造,001282_三联锻造.jsonl,29,34,2017-11增资后,有限公司注册资本,张松满,自然人/其他,,2345.0,28.77,,8150.0,"三联有限增资2,000万元，三联有限将未分配利润2,000万元向孙国奉、张松满定向转增注册资本，其中孙国奉定向转增1,330万元，张松满定向转增670万元。2017年11月，三联有限第四次增资，注册资本：8,150万元。股权结构：孙国奉57.12%，张松满28.77%，高新同华14.11%。",
AUTO-SNAP-001282-017,001282,三联锻造,001282_三联锻造.jsonl,30,34,2017-11增资后,有限公司注册资本,安徽高新同华创业投资基金（有限合伙）,PE/VC或私募基金,,1150.0,14.11,,8150.0,"三联有限增资2,000万元，三联有限将未分配利润2,000万元向孙国奉、张松满定向转增注册资本，其中孙国奉定向转增1,330万元，张松满定向转增670万元。2017年11月，三联有限第四次增资，注册资本：8,150万元。股权结构：孙国奉57.12%，张松满28.77%，高新同华14.11%。",
AUTO-SNAP-001282-018,001282,三联锻造,001282_三联锻造.jsonl,31,37,t0/报告期初,股份公司总股本（发行前）,孙国奉,自然人/其他,2287.0,2287.0,26.91,8498.0,8498.0,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",
AUTO-SNAP-001282-019,001282,三联锻造,001282_三联锻造.jsonl,32,37,t0/报告期初,股份公司总股本（发行前）,张一衡,自然人/其他,2275.0,2275.0,26.77,8498.0,8498.0,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",
AUTO-SNAP-001282-020,001282,三联锻造,001282_三联锻造.jsonl,33,37,t0/报告期初,股份公司总股本（发行前）,孙国敏,自然人/其他,2275.0,2275.0,26.77,8498.0,8498.0,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",
AUTO-SNAP-001282-021,001282,三联锻造,001282_三联锻造.jsonl,34,37,t0/报告期初,股份公司总股本（发行前）,安徽高新同华创业投资基金（有限合伙）,PE/VC或私募基金,1150.0,1150.0,13.53,8498.0,8498.0,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",
AUTO-SNAP-001282-022,001282,三联锻造,001282_三联锻造.jsonl,35,37,t0/报告期初,股份公司总股本（发行前）,芜湖三联控股合伙企业（有限合伙）,合伙企业-待复核,348.0,348.0,4.1,8498.0,8498.0,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",
AUTO-SNAP-001282-023,001282,三联锻造,001282_三联锻造.jsonl,36,37,t0/报告期初,股份公司总股本（发行前）,孙仁豪,自然人/其他,163.0,163.0,1.92,8498.0,8498.0,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",
AUTO-SNAP-301563-001,301563,云汉芯城,301563_云汉芯城.jsonl,36,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",曾烨,自然人/其他,1779.2,1779.2,44.48,4000.0,4000.0,序号1 曾烨，持股数量17792000股，持股比例44.48%。,
AUTO-SNAP-301563-002,301563,云汉芯城,301563_云汉芯城.jsonl,37,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",刘云锋,自然人/其他,741.336,741.336,18.53,4000.0,4000.0,序号2 刘云锋，持股数量7413360股，持股比例18.53%。,
AUTO-SNAP-301563-003,301563,云汉芯城,301563_云汉芯城.jsonl,38,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",武汉力源信息技术股份有限公司,产业资本/法人股东,500.4,500.4,12.51,4000.0,4000.0,序号3 武汉力源信息技术股份有限公司，持股数量5004000股，持股比例12.51%。,
AUTO-SNAP-301563-004,301563,云汉芯城,301563_云汉芯城.jsonl,39,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",芜湖富海浩研创业投资基金（有限合伙）,PE/VC或私募基金,283.532,283.532,7.09,4000.0,4000.0,序号4 芜湖富海浩研创业投资基金（有限合伙），持股数量2835320股，持股比例7.09%。,
AUTO-SNAP-301563-005,301563,云汉芯城,301563_云汉芯城.jsonl,40,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",东方富海（上海）创业投资企业（有限合伙）,PE/VC或私募基金,250.2,250.2,6.26,4000.0,4000.0,序号5 东方富海（上海）创业投资企业（有限合伙），持股数量2502000股，持股比例6.26%。,
AUTO-SNAP-301563-006,301563,云汉芯城,301563_云汉芯城.jsonl,41,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",上海为赛投资管理中心（有限合伙）,合伙企业-待复核,185.336,185.336,4.63,4000.0,4000.0,序号6 上海为赛投资管理中心（有限合伙），持股数量1853360股，持股比例4.63%。,
AUTO-SNAP-301563-007,301563,云汉芯城,301563_云汉芯城.jsonl,42,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",深圳市创新投资集团有限公司,产业资本/法人股东,93.332,93.332,2.33,4000.0,4000.0,序号7 深圳市创新投资集团有限公司，持股数量933319股，持股比例2.33%。,
AUTO-SNAP-301563-008,301563,云汉芯城,301563_云汉芯城.jsonl,43,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",丰利财富（北京）国际资本管理股份有限公司,产业资本/法人股东,66.668,66.668,1.67,4000.0,4000.0,序号8 丰利财富（北京）国际资本管理股份有限公司，持股数量666680股，持股比例1.67%。,
AUTO-SNAP-301563-009,301563,云汉芯城,301563_云汉芯城.jsonl,44,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",镇江红土创业投资有限公司,PE/VC或私募基金,33.332,33.332,0.83,4000.0,4000.0,序号9 镇江红土创业投资有限公司，持股数量333320股，持股比例0.83%。,
AUTO-SNAP-301563-010,301563,云汉芯城,301563_云汉芯城.jsonl,45,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",昆山红土高新创业投资有限公司,PE/VC或私募基金,33.332,33.332,0.83,4000.0,4000.0,序号10 昆山红土高新创业投资有限公司，持股数量333320股，持股比例0.83%。,
AUTO-SNAP-301563-011,301563,云汉芯城,301563_云汉芯城.jsonl,46,55,t0/整体变更设立股份公司（2015-12-03）,"整体变更后股本总额4,000万股",富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙）,PE/VC或私募基金,33.332,33.332,0.83,4000.0,4000.0,序号11 富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙），持股数量333320股，持股比例0.83%。,
AUTO-SNAP-301563-012,301563,云汉芯城,301563_云汉芯城.jsonl,47,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",曾烨,自然人/其他,1779.2,1779.2,44.48,4000.0,4000.0,序号1 曾烨，持股数量17792000股，持股比例44.48%。,
AUTO-SNAP-301563-013,301563,云汉芯城,301563_云汉芯城.jsonl,48,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",刘云锋,自然人/其他,741.336,741.336,18.53,4000.0,4000.0,序号2 刘云锋，持股数量7413360股，持股比例18.53%。,
AUTO-SNAP-301563-014,301563,云汉芯城,301563_云汉芯城.jsonl,49,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",武汉力源信息技术股份有限公司,产业资本/法人股东,500.4,500.4,12.51,4000.0,4000.0,序号3 力源信息，持股数量5004000股，持股比例12.51%。,
AUTO-SNAP-301563-015,301563,云汉芯城,301563_云汉芯城.jsonl,50,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",芜湖富海浩研创业投资基金（有限合伙）,PE/VC或私募基金,283.532,283.532,7.09,4000.0,4000.0,序号4 芜湖富海，持股数量2835320股，持股比例7.09%。,
AUTO-SNAP-301563-016,301563,云汉芯城,301563_云汉芯城.jsonl,51,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",东方富海（上海）创业投资企业（有限合伙）,PE/VC或私募基金,250.2,250.2,6.26,4000.0,4000.0,序号5 东方富海，持股数量2502000股，持股比例6.26%。,
AUTO-SNAP-301563-017,301563,云汉芯城,301563_云汉芯城.jsonl,52,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",上海为赛投资管理中心（有限合伙）,合伙企业-待复核,185.336,185.336,4.63,4000.0,4000.0,序号6 为赛咨询，持股数量1853360股，持股比例4.63%。,
AUTO-SNAP-301563-018,301563,云汉芯城,301563_云汉芯城.jsonl,53,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",深圳市创新投资集团有限公司,产业资本/法人股东,93.332,93.332,2.33,4000.0,4000.0,序号7 深创投，持股数量933319股，持股比例2.33%。,
AUTO-SNAP-301563-019,301563,云汉芯城,301563_云汉芯城.jsonl,54,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",天健创投,PE/VC或私募基金,66.668,66.668,1.67,4000.0,4000.0,序号8 天健创投，持股数量666680股，持股比例1.67%。,
AUTO-SNAP-301563-020,301563,云汉芯城,301563_云汉芯城.jsonl,55,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",镇江红土创业投资有限公司,PE/VC或私募基金,33.332,33.332,0.83,4000.0,4000.0,序号9 镇江红土，持股数量333320股，持股比例0.83%。,
AUTO-SNAP-301563-021,301563,云汉芯城,301563_云汉芯城.jsonl,56,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",昆山红土高新创业投资有限公司,PE/VC或私募基金,33.332,33.332,0.83,4000.0,4000.0,序号10 昆山红土，持股数量333320股，持股比例0.83%。,
AUTO-SNAP-301563-022,301563,云汉芯城,301563_云汉芯城.jsonl,57,59,2018年4月第一次股权转让后,"股本总额4,000万股（仅股权转让，股本不变）",富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙）,PE/VC或私募基金,33.332,33.332,0.83,4000.0,4000.0,序号11 富海深湾，持股数量333320股，持股比例0.83%。,
AUTO-SNAP-301563-023,301563,云汉芯城,301563_云汉芯城.jsonl,58,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",曾烨,自然人/其他,1709.675,1709.675,36.89,4635.0,4635.0,序号1 曾烨，持股数量17096750股，持股比例36.89%。,
AUTO-SNAP-301563-024,301563,云汉芯城,301563_云汉芯城.jsonl,59,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",刘云锋,自然人/其他,694.986,694.986,14.99,4635.0,4635.0,序号2 刘云锋，持股数量6949860股，持股比例14.99%。,
AUTO-SNAP-301563-025,301563,云汉芯城,301563_云汉芯城.jsonl,60,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",武汉力源信息技术股份有限公司,产业资本/法人股东,500.4,500.4,10.8,4635.0,4635.0,序号3 力源信息，持股数量5004000股，持股比例10.8%。,
AUTO-SNAP-301563-026,301563,云汉芯城,301563_云汉芯城.jsonl,61,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",芜湖富海浩研创业投资基金（有限合伙）,PE/VC或私募基金,283.532,283.532,6.12,4635.0,4635.0,序号4 芜湖富海，持股数量2835320股，持股比例6.12%。,
AUTO-SNAP-301563-027,301563,云汉芯城,301563_云汉芯城.jsonl,62,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",北京国科瑞华战略性新兴产业投资基金（有限合伙）,PE/VC或私募基金,254.4787,254.4787,5.49,4635.0,4635.0,序号5 国科瑞华，持股数量2544787股，持股比例5.49%。,
AUTO-SNAP-301563-028,301563,云汉芯城,301563_云汉芯城.jsonl,63,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",东方富海（上海）创业投资企业（有限合伙）,PE/VC或私募基金,250.2,250.2,5.4,4635.0,4635.0,序号6 东方富海，持股数量2502000股，持股比例5.4%。,
AUTO-SNAP-301563-029,301563,云汉芯城,301563_云汉芯城.jsonl,64,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",上海为赛投资管理中心（有限合伙）,合伙企业-待复核,185.336,185.336,4.0,4635.0,4635.0,序号7 为赛咨询，持股数量1853360股，持股比例4.0%。,
AUTO-SNAP-301563-030,301563,云汉芯城,301563_云汉芯城.jsonl,65,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",深圳南山东方富海中小微创业投资基金合伙企业（有限合伙）,PE/VC或私募基金,103.0,103.0,2.22,4635.0,4635.0,序号8 南山富海，持股数量1030000股，持股比例2.22%。,
AUTO-SNAP-301563-031,301563,云汉芯城,301563_云汉芯城.jsonl,66,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",深圳市创新投资集团有限公司,产业资本/法人股东,93.332,93.332,2.01,4635.0,4635.0,序号9 深创投，持股数量933319股，持股比例2.01%。,
AUTO-SNAP-301563-032,301563,云汉芯城,301563_云汉芯城.jsonl,67,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",天健创投,PE/VC或私募基金,66.668,66.668,1.44,4635.0,4635.0,序号10 天健创投，持股数量666680股，持股比例1.44%。,
AUTO-SNAP-301563-033,301563,云汉芯城,301563_云汉芯城.jsonl,68,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",CASREV FUND II-USD L.P.,自然人/其他,61.8,61.8,1.33,4635.0,4635.0,序号11 CASREV FUND，持股数量618000股，持股比例1.33%。,
AUTO-SNAP-301563-034,301563,云汉芯城,301563_云汉芯城.jsonl,69,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",周雪峰,自然人/其他,60.0,60.0,1.29,4635.0,4635.0,序号12 周雪峰，持股数量600000股，持股比例1.29%。,
AUTO-SNAP-301563-035,301563,云汉芯城,301563_云汉芯城.jsonl,70,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",中科贵银（贵州）产业投资基金（有限合伙）,PE/VC或私募基金,54.384,54.384,1.17,4635.0,4635.0,序号13 中科贵银，持股数量543840股，持股比例1.17%。,
AUTO-SNAP-301563-036,301563,云汉芯城,301563_云汉芯城.jsonl,71,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",深圳东方富海节能环保创业投资基金合伙企业（有限合伙）,PE/VC或私募基金,51.5,51.5,1.11,4635.0,4635.0,序号14 富海节能，持股数量515000股，持股比例1.11%。,
AUTO-SNAP-301563-037,301563,云汉芯城,301563_云汉芯城.jsonl,72,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",鸿迪投资,自然人/其他,36.9083,36.9083,0.8,4635.0,4635.0,序号15 鸿迪投资，持股数量369082股，持股比例0.8%。,
AUTO-SNAP-301563-038,301563,云汉芯城,301563_云汉芯城.jsonl,73,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",珠海拓域,自然人/其他,34.3333,34.3333,0.74,4635.0,4635.0,序号16 珠海拓域，持股数量343333股，持股比例0.74%。,
AUTO-SNAP-301563-039,301563,云汉芯城,301563_云汉芯城.jsonl,74,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙）,PE/VC或私募基金,33.332,33.332,0.72,4635.0,4635.0,序号17 富海深湾，持股数量333320股，持股比例0.72%。,
AUTO-SNAP-301563-040,301563,云汉芯城,301563_云汉芯城.jsonl,75,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",镇江红土创业投资有限公司,PE/VC或私募基金,33.332,33.332,0.72,4635.0,4635.0,序号18 镇江红土，持股数量333320股，持股比例0.72%。,
AUTO-SNAP-301563-041,301563,云汉芯城,301563_云汉芯城.jsonl,76,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",昆山红土高新创业投资有限公司,PE/VC或私募基金,33.332,33.332,0.72,4635.0,4635.0,序号19 昆山红土，持股数量333320股，持股比例0.72%。,
AUTO-SNAP-301563-042,301563,云汉芯城,301563_云汉芯城.jsonl,77,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",临港投资,自然人/其他,27.4667,27.4667,0.59,4635.0,4635.0,序号20 临港投资，持股数量274667股，持股比例0.59%。,
AUTO-SNAP-301563-043,301563,云汉芯城,301563_云汉芯城.jsonl,78,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",李文发,自然人/其他,20.0,20.0,0.43,4635.0,4635.0,序号21 李文发，持股数量200000股，持股比例0.43%。,
AUTO-SNAP-301563-044,301563,云汉芯城,301563_云汉芯城.jsonl,79,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",李剑峰,自然人/其他,20.0,20.0,0.43,4635.0,4635.0,序号22 李剑峰，持股数量200000股，持股比例0.43%。,
AUTO-SNAP-301563-045,301563,云汉芯城,301563_云汉芯城.jsonl,80,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",秦国君,自然人/其他,20.0,20.0,0.43,4635.0,4635.0,序号23 秦国君，持股数量200000股，持股比例0.43%。,
AUTO-SNAP-301563-046,301563,云汉芯城,301563_云汉芯城.jsonl,81,61,2018年7月C轮增资及第二次股权转让后,"C轮增资+股权转让后，股本总额4,635万股",夏东,自然人/其他,7.004,7.004,0.15,4635.0,4635.0,序号24 夏东，持股数量70040股，持股比例0.15%。,
AUTO-SNAP-301563-047,301563,云汉芯城,301563_云汉芯城.jsonl,82,62,2019年8月第三次股权转让后,"股本总额4,635万股（仅股权转让，股本不变）",曾烨,自然人/其他,1709.675,1709.675,36.89,4635.0,4635.0,序号1 曾烨，持股数量17096750股，持股比例36.89%。,
AUTO-SNAP-301563-048,301563,云汉芯城,301563_云汉芯城.jsonl,83,62,2019年8月第三次股权转让后,"股本总额4,635万股（仅股权转让，股本不变）",刘云锋,自然人/其他,694.986,694.986,14.99,4635.0,4635.0,序号2 刘云锋，持股数量6949860股，持股比例14.99%。,
AUTO-SNAP-301563-049,301563,云汉芯城,301563_云汉芯城.jsonl,84,62,2019年8月第三次股权转让后,"股本总额4,635万股（仅股权转让，股本不变）",武汉力源信息技术股份有限公司,产业资本/法人股东,500.4,500.4,10.8,4635.0,4635.0,序号3 力源信息，持股数量5004000股，持股比例10.8%。,
AUTO-SNAP-301563-050,301563,云汉芯城,301563_云汉芯城.jsonl,85,62,2019年8月第三次股权转让后,"股本总额4,635万股（仅股权转让，股本不变）",芜湖富海浩研创业投资基金（有限合伙）,PE/VC或私募基金,283.532,283.532,6.12,4635.0,4635.0,序号4 芜湖富海，持股数量2835320股，持股比例6.12%。,
