sample_id,stock_code,company_short,pdf_name,page,section_hint,hit_keywords,snippet
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,60,shareholder,持有发行人,"磁性材料、机械设备、磁应用产品的销售。（依法须经批准的项目,经相关部门批准后方可开展经营活动）2、包头天和磁材科技股份有限公司德国分公司企业名称包头天和磁材科技股份有限公司德国分公司成立日期2017年11月15日企业住所BruchköbelerLandstr.41号，德国哈瑙市，邮编63452经营范围磁性材料以及相关产品的研发、进出口、贸易、储存以及销售六、持有发行人5%以上股份的主要股东及实际控制人的基本情况（一）控股股东、实际控制人情况1、控股股东截至本招股说明书签署日，公司控股股东为天津天和，直接持有发行人45.39%的股份。天津天和的基本情况如下：公司名称天津天和盈亚科技有限公司成立日期2003年9月27日注册资本5,000万元实收资本5,000万元注册地及主要生产经营地华苑产业区（环外）海泰东路8号主营业务房屋租赁主营业务与发行人主营业务的关系天津天和仅有经营租赁业务，无实际生产经营，与发行人主营业务无直接关系。最近一年及一期主要财务数据（单位：万元）日期总资产净资产营业收入净利润2024.6.30/2024年1-6月9,396.738.650.74100.39-16.152023.12.31/2023年度9,491.918,706.90203.40-2.62注：上述2023年数据已经信永中和审计，2024年上半年财务数据未经审计。"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,61,shareholder,持有发行人;出资比例,"天津天和的股权结构如下：序号股东姓名认缴出资（万元）出资比例1袁擘1,80036%2袁易90018%3陈雅90018%4袁文杰70014%5范跃林2004%6翟勇2004%7沈强2004%8周拴柱1002%合计5,000100%2、实际控制人袁文杰、袁擘、袁易父子为公司共同实际控制人，袁文杰系袁擘、袁易之父，袁擘系袁易之兄。截至本招股说明书签署日，袁文杰直接持有发行人13.74%股份，袁易直接持有发行人9.14%股份，袁擘直接持有发行人1.38%股份；袁文杰父子合计持有天津天和68%股权，其通过天津天和间接控制发行人45.39%股份，袁文杰父子通过直接和间接方式合计共同控制发行人69.65%股份。2020年7月1日，袁文杰父子共同签订《一致行动人协议》，明确约定三人为一致行动人关系，共同作为发行人的实际控制人。实际控制人具体信息如下：序号股东名称性别国籍是否拥有永久境外居留权身份证号码1袁文杰男中国否140102194706******2袁易男中国否140102198007******3袁擘男中国否140103197412******自有限公司设立以来，公司实际控制人未发生变更。（二）其他持股5%以上的股东1、陈雅截至本招股说明书签署日，陈雅直接持有发行人3.38%的股份，通过天津天和间接持有发行人8.17%的股份，合计持有发行人11.55%的股份。陈雅的基本情况如下："
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,62,gp_lp,持有发行人;执行事务合伙人;普通合伙人;有限合伙人;出资比例,"包头天和磁材科技股份有限公司招股说明书1-1-61序号股东名称性别国籍是否拥有永久境外居留权身份证号码1陈雅女中国否140102197112******2、朗润园截至本招股说明书签署日，朗润园持有发行人7.04%的股份。朗润园的基本情况如下：公司名称南通朗润园企业管理咨询中心（有限合伙）成立日期2015年6月26日执行事务合伙人陈娟认缴出资额2,807.80万元注册地及主要生产经营地南通市崇川区江海佳苑19幢1901室（A1907）主营业务企业管理咨询与发行人主营业务的关系与发行人主营业务不相关最近一年及一期主要财务数据（单位：万元）日期总资产净资产净利润2024.6.30/2024年1-6月2,788.752,788.27-2.862023.12.31/2023年度2,791.612,791,12-3.01注：上述数据未经审计。截至本招股说明书签署日，朗润园的出资结构如下：序号合伙人姓名合伙人性质出资额（万元）出资比例1陈娟普通合伙人50.51.80%2李华强有限合伙人535.319.06%3陈义有限合伙人202.07.19%4卢汉明有限合伙人202.07.19%5王耀国有限合伙人202.07.19%6郭亚安有限合伙人202.07.19%7马维智有限合伙人202.07.19%8曹海和有限合伙人202.07.19%9晏浩有限合伙人151.55.40%10盖伟勇有限合伙人151.55.40%11葛祖显有限合伙人15"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,63,gp_lp,持有发行人;执行事务合伙人;普通合伙人;有限合伙人;出资比例,"1-1-62序号合伙人姓名合伙人性质出资额（万元）出资比例14杨跃轩有限合伙人101.03.60%15郑梅有限合伙人50.51.80%16李晓东有限合伙人50.51.80%17米良有限合伙人50.51.80%18高秀花有限合伙人50.51.80%19季国芹有限合伙人50.51.80%合计2,807.8100.00%3、元龙智能截至本招股说明书签署日，元龙智能持有发行人6.20%的股份。元龙智能的基本情况如下：公司名称南通元龙智能科技中心（有限合伙）成立日期2015年6月26日执行事务合伙人张凌认缴出资额2,450万元注册地及主要生产经营地南通市崇川区江海佳苑19幢1901室（A1901）主营业务企业管理咨询与发行人主营业务的关系与发行人主营业务不相关最近一年及一期主要财务数据（单位：万元）日期总资产净资产净利润2024.6.30/2024年1-6月3,602.722,281.05-12.882023.12.31/2023年度3,615.602,295.93-89.04注：上述数据未经审计。截至本招股说明书签署日，元龙智能的出资结构如下：序号合伙人姓名合伙人性质出资额（万元）出资比例1张凌普通合伙人1004.082%2陈义有限合伙人1,33054.286%3曹海和有限合伙人70028.571%4黄峰有限合伙人1204.897%5陈健豪有限合伙人1004.082%6王猛有限合伙人1004.082%合计2,450100.000%"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,72,shareholder,股本结构,"本招股说明书签署日，发行人不存在协议控制架构。九、控股股东、实际控制人报告期内的重大违法行为报告期内，公司控股股东、实际控制人不存在贪污、贿赂、侵占财产、挪用财产或者破坏社会主义市场经济秩序的刑事犯罪，也不存在欺诈发行、重大信息披露违法或者其他涉及国家安全、公共安全、生态安全、生产安全、公众健康安全等领域的重大违法行为。十、发行人股本情况（一）本次发行前后的股本结构本次发行前，公司总股本19,821万元，本次拟向社会公开发行6,607万元，发行后总股本为26,428万元，发行前后公司股权结构如下：股东情况发行前发行后股数（万股）比例（%）股数（万股）比例（%）天津天和8,997.000045.398,997.000034.04袁文杰2,724.000013.742,724.000010.31袁易1,811.00009.141,811.00006.85朗润园1,394.98217.041,394.98215.28元龙智能1,229.39076.201,229.39074.65陈雅669.59143.38669.59142.53中车泛海561.00002.83561.00002.12同历宏阳560.00002.83560.00002.12寰盈投资457.00002.31457.00001.73星火咨询423.00002.13423.00001.60科曼咨询289.00001.46289.00001.09袁擘273.00001.38273.00001.03范跃林122.00000.62122.00000.46翟勇122.00000.62122.00000.46沈强122.00000."
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,73,shareholder,前十名股东,"包头天和磁材科技股份有限公司招股说明书1-1-72股东情况发行前发行后股数（万股）比例（%）股数（万股）比例（%）社会公众股（A股）--6,607.000025.00总股本19,821.0000100.0026,428.0000100.00（二）发行人的前十名股东截至本招股说明书签署日，公司前十名股东直接持股情况如下表所示：序号股东名称持股数量（万股）持股比例（%）1天津天和8,997.000045.392袁文杰2,724.000013.743袁易1,811.00009.144朗润园1,394.98217.045元龙智能1,229.39076.206陈雅669.59143.387中车泛海561.00002.838同历宏阳560.00002.839寰盈投资457.00002.3110星火咨询423.00002.13-合计18,826.960094.99（三）前十名自然人股东及其在公司的任职情况本次发行前公司前十名自然人股东及其在发行人担任的职务如下：序号姓名持股数量（万股）任职占发行前股本比例（%）1袁文杰2,724.00董事长13.742袁易1,811.00董事、副总经理、副总工程师9.143陈雅669.5914董事、总经理3.384袁擘273.00审计法务部部长1.385范跃林122.00烧结一分厂厂长0.62翟勇122.00天之和总经理0.62沈强122.00机械加工分厂厂长0.626周拴柱56.00销售市场部职工0.287陈斌10.0358销售市场部职工0.05合计5"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,74,shareholder,持有发行人;新增股东;有限合伙人,"及外资股份。（五）发行人申报前12个月新增股东情况发行人不存在申报前12个月新增股东情况。（六）本次发行前各股东间的关联关系及关联股东的各自持股比例截至本招股说明书签署日，公司各股东间的关联关系及关联股东的各自持股比例情况如下：1、天津天和持有公司45.39%的股份，袁文杰系天津天和的法定代表人，袁擘等八名公司自然人股东持有天津天和股权，上述八名公司股东同时持有发行人股权，具体情况如下：序号姓名持股发行人股份数量（万股）持股比例（%）1袁文杰2,724.0013.742袁易1,811.009.143陈雅669.59143.384袁擘273.001.385范跃林122.000.626翟勇122.000.627沈强122.000.628周拴柱56.000.282、袁擘直接持有公司1.38%的股份，寰盈投资直接持有公司2.31%的股份，袁擘系寰盈投资有限合伙人，持有寰盈投资4.57%出资。3、公司股东袁文杰系袁擘和袁易之父，袁擘系袁易之兄。2020年7月1日，袁文杰、袁擘、袁易共同签订《一致行动人协议》。4、公司股东陈雅系陈斌之姐。5、陈斌直接持有公司0.05%的股份，寰盈投资直接持有公司2.31%的股份，陈斌系寰盈投资有限合伙人，持有寰盈投资10.44%出资。除此之外，发行前各股东不存在关联关系。"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,75,shareholder,发行人股东;历史沿革;员工持股平台,包头天和磁材科技股份有限公司招股说明书1-1-74（七）发行人股东公开发售股份情况本次发行不涉及发行人股东公开发售股份的情况。（八）公司历史沿革中是否存在股权代持情况以及形成原因、演变情况、解除过程、是否存在纠纷或潜在纠纷等1、股权代持的形成2019年3月，发行人组织员工入股，员工屈波的同学朱海红、胡波从屈波处得知入股机会，遂分别将5.14万元转账给屈波，委托屈波向发行人员工持股平台科曼咨询出资，各方未签订股权代持协议。屈波合计对科曼咨询出资25.7万元，合伙份额均登记在屈波名下。2、股权代持的解除2021年1月，发行人撤回科创板上市申请后，朱海红、胡波与屈波协商，拟退回出资，屈波最终同意解除代持。将委托投资款退回给朱海红、胡波，但筹集资金需要时间，各方同意在2年内（2023年1月前）屈波将5.14万元退回给朱海红、胡波。上述股权代持已于2021年1月解除，无需办理工商变更登记。2022年12月，屈波分别将5.14万元以转账方式退回给朱海红、胡波。至此，屈波对朱海红、胡波的退款退还完毕。3、关于股权代持的确认目前上述股权代持已经解除，屈波对朱海红、胡波的退款已退还完毕，各方之间不存在尚未了结的债权债务关系，不存在纠纷或潜在纠纷，不存在股权代持或其他利益安排。十一、董事、监事、高级
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,88,gp_lp,持有发行人;执行事务合伙人;普通合伙人;有限合伙人;出资比例;员工持股平台,绩考核指标完成情况不达预期而有所下降。（四）其他待遇和退休金计划截至本招股说明书签署之日，在公司任职并领薪的董事、监事、高级管理人员和其他核心人员除在公司领取工资奖金及享受社会保险、住房公积金等情况外，不存在在公司及其关联企业享受其他待遇和退休金计划。十五、本次公开发行申报前已经制定或实施的股权激励及相关安排寰盈投资、科曼咨询为公司员工持股平台，其中寰盈投资持有发行人457.00万股，持股比例2.31%，科曼咨询持有发行人289.00万股，持股比例1.46%。两个员工持股平台的基本情况及合伙人构成情况如下：（一）寰盈投资1、基本情况公司名称包头寰盈投资中心（有限合伙）成立日期2016年2月29日执行事务合伙人龚瑞娥认缴出资额656.39万元实缴出资额656.39万元注册地及主要生产经营地内蒙古自治区包头稀土开发区稀土应用产业园主营业务投资管理、咨询与发行人主营业务关系与发行人主营业务不相关2、合伙人构成情况截至本招股说明书签署日，寰盈投资的出资情况如下：序号合伙人姓名任职情况合伙人性质出资额（万元）出资比例（%）1龚瑞娥已退休普通合伙人43.486.622陈斌销售市场部职工有限合伙人68.5510.443张晋平已退休有限合伙人55.708.494董义董事、副总经理、总工程师有限合伙人55.288.425刁树林监事会主席、销售市场部部长有限合伙人42.856.536苗聚昌天之和副总经理有限合伙人42.856.53
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,89,gp_lp,执行事务合伙人;有限合伙人;出资比例,处理分厂厂长有限合伙人7.711.1725张亚茹表面处理分厂职工有限合伙人7.711.1726苑占祚产品试制中心职工有限合伙人7.711.1727秦阳销售市场部职工有限合伙人7.711.1728逯伟生产部职工有限合伙人7.711.17合计656.39100.00（二）科曼咨询1、基本情况公司名称包头科曼企业管理咨询中心（有限合伙）成立日期2019年2月21日执行事务合伙人刘子瑶认缴出资额742.73万元实缴出资额742.73万元注册地及主要生产经营地内蒙古自治区包头稀土高新区稀土应用产业园
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,90,gp_lp,普通合伙人;有限合伙人;出资比例,包头天和磁材科技股份有限公司招股说明书1-1-89主营业务企业管理咨询与发行人主营业务关系与发行人主营业务不相关2、合伙人构成情况截至本招股说明书签署日，科曼咨询的出资情况如下：序号合伙人姓名任职情况合伙人性质出资额（万元）出资比例（%）1刘子瑶管理部职工普通合伙人69.399.342杜晓霞已退休有限合伙人115.6515.573张海潮财务总监、董事会秘书有限合伙人110.5114.884冯丽丽已退休有限合伙人38.555.195吴树杰研究所所长有限合伙人30.844.156邓伟杰实验检测中心职工有限合伙人30.844.157林晓勤扩散分厂厂长有限合伙人30.844.158屈波工艺创新室职工有限合伙人25.703.469伍丹妹销售市场部职工有限合伙人25.703.4610胡占江监事、材料研究二室主任有限合伙人25.703.4611杨琦华材料研究室职工有限合伙人25.703.4612李志强熔炼氢碎分厂厂长有限合伙人20.562.7713李占全后勤管理员有限合伙人15.422.0814丁伟三分厂职工有限合伙人15.422.0815齐鹤均工艺创新室职工有限合伙人15.422.0816武志敏研发管理室主任有限合伙人12.851.7317张倩证券事务部部长有限合伙人12.851.7318郭丽珍品管部部长有限合伙人12.851.7319贾瑞天之和员工有限合伙人12.851.7320苏建云母材工艺组职工有限合伙人10.281.3821翟伟伟研发管理室职工有限合伙人10.281.3822王志
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,91,gp_lp,股权转让;有限合伙人;出资比例;员工持股平台,龙工艺创新室扩散工艺组组长有限合伙人7.711.04合计742.73100.00（三）员工持股平台的股份锁定期寰盈投资、科曼咨询已出具关于锁定期的承诺函，具体内容参见本招股说明书“附录二”之“一、关于股份锁定、持股及减持意向的承诺函”。（四）员工入股的股份支付情况寰盈投资系发行人员工持股平台，部分合伙人于2014年9月增资入股发行人，并于2016年3月将所持股权转让给持股平台寰盈投资，由直接持股变为通过寰盈投资间接持股；部分合伙人于2019年3月通过寰盈投资增资间接入股发行人。上述合伙人均系发行人内部员工，2014年9月增资价格综合考虑公司发展阶段、业务发展情况，以1元/股的价格进行增资，具有合理性，不涉及股份支付的处理；2019年3月增资价格系与同次入股的外部投资者价格相同，增资价格公允，不涉及股份支付的处理。科曼咨询系发行人员工持股平台，于2019年3月增资入股发行人。其合伙人均系发行人内部员工，增资价格与同次入股的外部投资者价格相同，价格公允，不涉及股份支付的处理。报告期内，寰盈投资发生过1次份额变动。科曼咨询发生过4次份额变动，涉及股份支付事项。1、报告期内，员工持股平台各次份额变动具体情况如下：序号员工持股平台协议签订时间变更事项出让人受让人转让价格（元/股）转让财产份额（万元）转让数量（万股）1科曼咨询2021年11月离职转让宋欢欢王子培2.64717.713.002科曼咨询2022年4月离职转让刘国承刘子瑶2.775612.855.003科曼咨询2022年9月离职转让张帅刘子瑶2.827010.284.004科曼咨询2023年3月离职转让刘延斌王子培2.84281
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,92,gp_lp,执行事务合伙人,元）0.6590.070.220.439.000.050.140.291.3790.150.460.929.000.100.310.612.4190.270.801.619.000.180.541.074.8190.531.603.219.000.361.072.14----31.02--4.4326.59上述员工离职后均按照合伙协议以及转让协议将股份转让给执行事务合伙人或执行事务合伙人指定的其他人。2、转让时点股权公允价值（1）2021年11月宋欢欢离职，根据包头科曼企业管理咨询中心（有限合伙）合伙协议规定，宋欢欢将科曼咨询财产份额7.71万元（对应发行人股份3
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,93,history,股权转让;执行事务合伙人,"包头天和磁材科技股份有限公司招股说明书1-1-92万股）按2.6471元/股转让给了公司员工王子培。公允价值系参考公司2021年扣除非经常性损益后归属于母公司所有者的净利润13,728.51万元，按照PE倍数13倍确定，其公允价值9.00元/股。13倍PE系参考公司最近一次外部专业投资机构增资时的市盈率以及同期同行业股权转让或增资并购时的市盈率确定。（2）2022年4月刘国承离职，根据包头科曼企业管理咨询中心（有限合伙）合伙协议规定，刘国承将科曼咨询财产份额12.85万元（对应发行人股份5万股）按2.7756元/股转让给了科曼咨询执行事务合伙人刘子瑶。公允价值系参考公司2021年扣除非经常性损益后归属于母公司所有者的净利润13,728.51万元，按照PE倍数13倍确定，其公允价值9.00元/股。13倍PE系参考公司最近一次外部专业投资机构增资时的市盈率以及同期同行业股权转让或增资并购时的市盈率确定。（3）2022年9月张帅离职，根据包头科曼企业管理咨询中心（有限合伙）合伙协议规定，张帅将科曼咨询财产份额10.28万元（对应发行人股份4万股）按2.8270元/股转让给了科曼咨询执行事务合伙人刘子瑶。公允价值系参考公司2022年扣除股份支付费用前扣除非经常性损益后归属于母公司所有者的净利润，按照PE倍数13倍确定，其公允价值12.47元/股。13倍PE系参考公司最近一次外部专业投资机构增资时的市盈率以及同期同行业股权转让或增资并购时的市盈率确定。（4）2023年3月刘延斌离职，根据包头科曼企业管理咨询中心（有限合伙）合伙协议规定，刘延斌将科"
