company_key,source_group,sample_id,stock_code,company_name,company_short,exchange,board,listing_date,ipo_year,prospectus_date,source_platform,source_page_url,prospectus_url,local_pdf_path,local_text_path,source_status,source_level,page_count,file_size_mb,keyword_hit_count,keyword_hit_summary,week12_role,recommended_action
STAR-688337,cninfo_star_pdf_log,STAR-688337,688337,普源精电科技股份有限公司,普源精电,SSE,科创板,2022-04-08,2022,2022-04-01,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-01/1212768296.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688337_普源精电/688337_普源精电_招股说明书_1212768296.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.03,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688343,cninfo_star_pdf_log,STAR-688343,688343,深圳云天励飞技术股份有限公司,云天励飞,SSE,科创板,2023-04-04,2023,2023-03-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-03-30/1216260511.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688343_云天励飞/688343_云天励飞_招股说明书_1216260511.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.87,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688347,cninfo_star_pdf_log,STAR-688347,688347,华虹半导体有限公司,华虹公司,SSE,科创板,2023-08-07,2023,2023-07-31,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-31/1217423536.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688347_华虹公司/688347_华虹公司_招股说明书_1217423536.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.82,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688348,cninfo_star_pdf_log,STAR-688348,688348,昱能科技股份有限公司,昱能科技,SSE,科创板,2022-06-08,2022,2022-06-02,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-06-02/1213590358.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688348_昱能科技/688348_昱能科技_招股说明书_1213590358.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.49,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688349,cninfo_star_pdf_log,STAR-688349,688349,三一重能股份有限公司,三一重能,SSE,科创板,2022-06-22,2022,2022-06-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-06-17/1213733236.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688349_三一重能/688349_三一重能_招股说明书_1213733236.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.37,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688351,cninfo_star_pdf_log,STAR-688351,688351,上海微创电生理医疗科技股份有限公司,微电生理,SSE,科创板,2022-08-31,2022,2022-08-25,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-25/1214389512.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688351_微电生理/688351_微电生理_招股说明书_1214389512.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.41,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688352,cninfo_star_pdf_log,STAR-688352,688352,合肥颀中科技股份有限公司,颀中科技,SSE,科创板,2023-04-20,2023,2023-04-13,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-04-13/1216392028.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688352_颀中科技/688352_颀中科技_招股说明书_1216392028.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.95,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688353,cninfo_star_pdf_log,STAR-688353,688353,江苏华盛锂电材料股份有限公司,华盛锂电,SSE,科创板,2022-07-13,2022,2022-07-08,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-08/1213985352.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688353_华盛锂电/688353_华盛锂电_招股说明书_1213985352.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.32,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688361,cninfo_star_pdf_log,STAR-688361,688361,深圳中科飞测科技股份有限公司,中科飞测,SSE,科创板,2023-05-19,2023,2023-05-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-16/1216821050.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688361_中科飞测/688361_中科飞测_招股说明书_1216821050.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.46,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688362,cninfo_star_pdf_log,STAR-688362,688362,甬矽电子(宁波)股份有限公司,甬矽电子,SSE,科创板,2022-11-16,2022,2022-11-11,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-11-11/1215071646.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688362_甬矽电子/688362_甬矽电子_招股说明书_1215071646.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.90,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688370,cninfo_star_pdf_log,STAR-688370,688370,上海丛麟环保科技股份有限公司,丛麟科技,SSE,科创板,2022-08-25,2022,2022-08-19,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-19/1214332350.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688370_丛麟科技/688370_丛麟科技_招股说明书_1214332350.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.00,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688371,cninfo_star_pdf_log,STAR-688371,688371,江苏菲沃泰纳米科技股份有限公司,菲沃泰,SSE,科创板,2022-08-02,2022,2022-07-28,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-28/1214148416.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688371_菲沃泰/688371_菲沃泰_招股说明书_1214148416.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.47,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688372,cninfo_star_pdf_log,STAR-688372,688372,上海伟测半导体科技股份有限公司,伟测科技,SSE,科创板,2022-10-26,2022,2022-10-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-10-21/1214853897.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688372_伟测科技/688372_伟测科技_招股说明书_1214853897.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.60,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688373,cninfo_star_pdf_log,STAR-688373,688373,上海盟科药业股份有限公司,盟科药业,SSE,科创板,2022-08-05,2022,2022-08-02,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-02/1214190799.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688373_盟科药业/688373_盟科药业_招股说明书_1214190799.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.71,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688375,cninfo_star_pdf_log,STAR-688375,688375,南京国博电子股份有限公司,国博电子,SSE,科创板,2022-07-22,2022,2022-07-15,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-15/1214044112.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688375_国博电子/688375_国博电子_招股说明书_1214044112.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,4.97,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688376,cninfo_star_pdf_log,STAR-688376,688376,美埃(中国)环境科技股份有限公司,美埃科技,SSE,科创板,2022-11-18,2022,2022-11-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-11-14/1215099200.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688376_美埃科技/688376_美埃科技_招股说明书_1215099200.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.84,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688380,cninfo_star_pdf_log,STAR-688380,688380,中微半导体(深圳)股份有限公司,中微半导,SSE,科创板,2022-08-05,2022,2022-08-02,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-02/1214190801.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688380_中微半导/688380_中微半导_招股说明书_1214190801.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.18,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688381,cninfo_star_pdf_log,STAR-688381,688381,江苏帝奥微电子股份有限公司,帝奥微,SSE,科创板,2022-08-23,2022,2022-08-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-17/1214310361.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688381_帝奥微/688381_帝奥微_招股说明书_1214310361.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.41,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688382,cninfo_star_pdf_log,STAR-688382,688382,益方生物科技(上海)股份有限公司,益方生物,SSE,科创板,2022-07-25,2022,2022-07-20,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-20/1214083110.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688382_益方生物/688382_益方生物_招股说明书_1214083110.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.90,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688387,cninfo_star_pdf_log,STAR-688387,688387,中信科移动通信技术股份有限公司,信科移动,SSE,科创板,2022-09-26,2022,2022-09-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-21/1215652190.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688387_信科移动/688387_信科移动_招股说明书_1215652190.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.52,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688391,cninfo_star_pdf_log,STAR-688391,688391,钜泉光电科技(上海)股份有限公司,钜泉科技,SSE,科创板,2022-09-13,2022,2022-09-07,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-07/1214548765.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688391_钜泉科技/688391_钜泉科技_招股说明书_1214548765.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.21,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688392,cninfo_star_pdf_log,STAR-688392,688392,上海骄成超声波技术股份有限公司,骄成超声,SSE,科创板,2022-09-27,2022,2022-09-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-21/1214636269.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688392_骄成超声/688392_骄成超声_招股说明书_1214636269.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.17,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688400,cninfo_star_pdf_log,STAR-688400,688400,凌云光技术股份有限公司,凌云光,SSE,科创板,2022-07-06,2022,2022-06-29,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-06-29/1213855394.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688400_凌云光/688400_凌云光_招股说明书_1213855394.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,15.05,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688401,cninfo_star_pdf_log,STAR-688401,688401,深圳市路维光电股份有限公司,路维光电,SSE,科创板,2022-08-17,2022,2022-08-12,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-12/1214276793.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688401_路维光电/688401_路维光电_招股说明书_1214276793.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.96,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688403,cninfo_star_pdf_log,STAR-688403,688403,合肥新汇成微电子股份有限公司,汇成股份,SSE,科创板,2022-08-18,2022,2022-08-12,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-12/1214276795.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688403_汇成股份/688403_汇成股份_招股说明书_1214276795.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.75,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688409,cninfo_star_pdf_log,STAR-688409,688409,沈阳富创精密设备股份有限公司,富创精密,SSE,科创板,2022-10-10,2022,2022-09-28,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-28/1214696476.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688409_富创精密/688409_富创精密_招股说明书_1214696476.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.83,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688410,cninfo_star_pdf_log,STAR-688410,688410,重庆山外山血液净化技术股份有限公司,山外山,SSE,科创板,2022-12-26,2022,2022-12-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-21/1215409271.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688410_山外山/688410_山外山_招股说明书_1215409271.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.26,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688411,cninfo_star_pdf_log,STAR-688411,688411,北京海博思创科技股份有限公司,海博思创,SSE,科创板,2025-01-27,2025,2025-01-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2025-01-22/1222389596.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2025/688411_海博思创/688411_海博思创_招股说明书_1222389596.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.91,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688416,cninfo_star_pdf_log,STAR-688416,688416,恒烁半导体(合肥)股份有限公司,恒烁股份,SSE,科创板,2022-08-29,2022,2022-08-24,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-24/1214372490.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688416_恒烁股份/688416_恒烁股份_招股说明书_1214372490.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.75,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688419,cninfo_star_pdf_log,STAR-688419,688419,安徽耐科装备科技股份有限公司,耐科装备,SSE,科创板,2022-11-07,2022,2022-11-02,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-11-02/1215002412.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688419_耐科装备/688419_耐科装备_招股说明书_1215002412.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.23,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688420,cninfo_star_pdf_log,STAR-688420,688420,天津美腾科技股份有限公司,美腾科技,SSE,科创板,2022-12-09,2022,2022-12-05,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-05/1215276249.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688420_美腾科技/688420_美腾科技_招股说明书_1215276249.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.96,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688426,cninfo_star_pdf_log,STAR-688426,688426,江苏康为世纪生物科技股份有限公司,康为世纪,SSE,科创板,2022-10-25,2022,2022-10-20,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-10-20/1214842439.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688426_康为世纪/688426_康为世纪_招股说明书_1214842439.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.37,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688428,cninfo_star_pdf_log,STAR-688428,688428,诺诚健华医药有限公司,诺诚健华,SSE,科创板,2022-09-21,2022,2022-09-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-16/1214602715.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688428_诺诚健华/688428_诺诚健华_招股说明书_1214602715.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.10,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688429,cninfo_star_pdf_log,STAR-688429,688429,常州时创能源股份有限公司,时创能源,SSE,科创板,2023-06-29,2023,2023-06-26,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-26/1217133012.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688429_时创能源/688429_时创能源_招股说明书_1217133012.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.10,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688432,cninfo_star_pdf_log,STAR-688432,688432,有研半导体硅材料股份公司,有研硅,SSE,科创板,2022-11-10,2022,2022-11-07,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-11-07/1215037429.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688432_有研硅/688432_有研硅_招股说明书_1215037429.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.05,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688433,cninfo_star_pdf_log,STAR-688433,688433,湖南华曙高科技股份有限公司,华曙高科,SSE,科创板,2023-04-17,2023,2023-04-11,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-04-11/1216371320.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688433_华曙高科/688433_华曙高科_招股说明书_1216371320.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.89,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688435,cninfo_star_pdf_log,STAR-688435,688435,上海英方软件股份有限公司,英方软件,SSE,科创板,2023-01-19,2023,2023-01-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-01-16/1215617814.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688435_英方软件/688435_英方软件_招股说明书_1215617814.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.27,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688439,cninfo_star_pdf_log,STAR-688439,688439,贵州振华风光半导体股份有限公司,振华风光,SSE,科创板,2022-08-26,2022,2022-08-23,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-23/1214357109.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688439_振华风光/688439_振华风光_招股说明书_1214357109.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.93,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688443,cninfo_star_pdf_log,STAR-688443,688443,重庆智翔金泰生物制药股份有限公司,智翔金泰,SSE,科创板,2023-06-20,2023,2023-06-15,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-15/1217067129.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688443_智翔金泰/688443_智翔金泰_招股说明书_1217067129.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.59,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688448,cninfo_star_pdf_log,STAR-688448,688448,南京磁谷科技股份有限公司,磁谷科技,SSE,科创板,2022-09-21,2022,2022-09-15,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-15/1214594848.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688448_磁谷科技/688448_磁谷科技_招股说明书_1214594848.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.96,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688449,cninfo_star_pdf_log,STAR-688449,688449,联芸科技(杭州)股份有限公司,联芸科技,SSE,科创板,2024-11-29,2024,2024-11-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2024-11-22/1221804429.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2024/688449_联芸科技/688449_联芸科技_招股说明书_1221804429.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.57,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688450,cninfo_star_pdf_log,STAR-688450,688450,苏州光格科技股份有限公司,光格科技,SSE,科创板,2023-07-24,2023,2023-07-19,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-19/1217323906.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688450_光格科技/688450_光格科技_招股说明书_1217323906.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.22,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688455,cninfo_star_pdf_log,STAR-688455,688455,科捷智能科技股份有限公司,科捷智能,SSE,科创板,2022-09-15,2022,2022-09-09,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-09/1214569631.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688455_科捷智能/688455_科捷智能_招股说明书_1214569631.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.99,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688458,cninfo_star_pdf_log,STAR-688458,688458,美芯晟科技(北京)股份有限公司,美芯晟,SSE,科创板,2023-05-22,2023,2023-05-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-17/1216831251.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688458_美芯晟/688458_美芯晟_招股说明书_1216831251.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.99,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688459,cninfo_star_pdf_log,STAR-688459,688459,哈尔滨国铁科技集团股份有限公司,哈铁科技,SSE,科创板,2022-10-12,2022,2022-09-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-30/1214711941.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688459_哈铁科技/688459_哈铁科技_招股说明书_1214711941.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.42,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688469,cninfo_star_pdf_log,STAR-688469,688469,芯联集成电路制造股份有限公司,芯联集成,SSE,科创板,2023-05-10,2023,2023-05-05,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-05/1216748225.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688469_芯联集成/688469_芯联集成_招股说明书_1216748225.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.39,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688472,cninfo_star_pdf_log,STAR-688472,688472,阿特斯阳光电力集团股份有限公司,阿特斯,SSE,科创板,2023-06-09,2023,2023-06-06,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-06/1216994275.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688472_阿特斯/688472_阿特斯_招股说明书_1216994275.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.14,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688475,cninfo_star_pdf_log,STAR-688475,688475,杭州萤石网络股份有限公司,萤石网络,SSE,科创板,2022-12-28,2022,2022-12-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-22/1215417858.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688475_萤石网络/688475_萤石网络_招股说明书_1215417858.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,15.46,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688478,cninfo_star_pdf_log,STAR-688478,688478,南京晶升装备股份有限公司,晶升股份,SSE,科创板,2023-04-24,2023,2023-04-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-04-17/1216427847.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688478_晶升股份/688478_晶升股份_招股说明书_1216427847.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.08,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
