record_id,stock_code,company_short,source_file,source_record_no,pdf_page,event_date,batch_label,subscriber_name,investor_type_auto,subscription_shares_wan,subscription_amount_wan,subscription_price_yuan,computed_price_yuan,entity_type,subscription_ratio_pct,paid_in_amount_wan,currency,source_evidence,auto_flags
AUTO-SUB-301563-022,301563,云汉芯城,301563_云汉芯城.jsonl,22,57,2015/8/1,有限公司第五次增资（B轮）,芜湖富海浩研创业投资基金（有限合伙）,PE/VC或私募基金,18.01,,,,,,,人民币,"2015年8月，有限公司第五次增资，注册资本增至2,158.2733万元。深创投、丰利财富、镇江红土、昆山红土、富海深湾、芜湖富海共同增资158.2733万元。",投资金额未披露或非现金出资，保留空值
AUTO-SUB-301563-023,301563,云汉芯城,301563_云汉芯城.jsonl,23,59,2018/6/28,股份公司第一次增资（C轮-外部投资人）,北京国科瑞华战略性新兴产业投资基金（有限合伙）,PE/VC或私募基金,254.4787,7412,29.13,29.1262,,,,人民币,"国科瑞华以现金7,412万元认缴新增注册资本254.4787万元。上述增资和股权转让的每股价格约为29.13元，对应发行人整体投后估值约为13.5亿元。",
AUTO-SUB-301563-024,301563,云汉芯城,301563_云汉芯城.jsonl,24,59,2018/6/28,股份公司第一次增资（C轮-外部投资人）,CASREV FUND II-USD L.P.,自然人/其他,61.8,1800,29.13,29.1262,,,,人民币,"CASREV FUND以现金1,800万元的等值美元认缴新增注册资本61.8万元。上述增资和股权转让的每股价格约为29.13元。",
AUTO-SUB-301563-025,301563,云汉芯城,301563_云汉芯城.jsonl,25,59,2018/6/28,股份公司第一次增资（C轮-外部投资人）,中科贵银（贵州）产业投资基金（有限合伙）,PE/VC或私募基金,54.384,1584,29.13,29.1262,,,,人民币,"中科贵银以现金1,584万元认缴新增注册资本54.384万元。上述增资和股权转让的每股价格约为29.13元。",
AUTO-SUB-301563-026,301563,云汉芯城,301563_云汉芯城.jsonl,26,59,2018/6/28,股份公司第一次增资（C轮-外部投资人）,夏东,自然人/其他,7.004,204,29.13,29.1262,,,,人民币,夏东以现金204万元认缴新增注册资本7.004万元。上述增资和股权转让的每股价格约为29.13元。,
AUTO-SUB-301563-027,301563,云汉芯城,301563_云汉芯城.jsonl,27,59,2018/6/28,股份公司第一次增资（C轮-外部投资人）,深圳南山东方富海中小微创业投资基金合伙企业（有限合伙）,PE/VC或私募基金,103,3000,29.13,29.1262,,,,人民币,"南山富海以现金3,000万元认缴新增注册资本103万元。上述增资和股权转让的每股价格约为29.13元。",
AUTO-SUB-301563-028,301563,云汉芯城,301563_云汉芯城.jsonl,28,59,2018/6/28,股份公司第一次增资（C轮-外部投资人）,珠海拓域,自然人/其他,34.3333,1000,29.13,29.1262,,,,人民币,"珠海拓域以现金1,000万元认缴新增注册资本34.3333万元。上述增资和股权转让的每股价格约为29.13元。",
AUTO-SUB-301563-029,301563,云汉芯城,301563_云汉芯城.jsonl,29,60,2018/6/28,股份公司第一次增资（C轮-员工股权激励）,李文发,自然人/其他,20,20,1,1,,,,人民币,同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中，李文发以现金20万元认缴新增注册资本20万元。,
AUTO-SUB-301563-030,301563,云汉芯城,301563_云汉芯城.jsonl,30,60,2018/6/28,股份公司第一次增资（C轮-员工股权激励）,秦国君,自然人/其他,20,20,1,1,,,,人民币,同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中，秦国君以现金20万元认缴新增注册资本20万元。,
AUTO-SUB-301563-031,301563,云汉芯城,301563_云汉芯城.jsonl,31,60,2018/6/28,股份公司第一次增资（C轮-员工股权激励）,李剑峰,自然人/其他,20,20,1,1,,,,人民币,同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中，李剑峰以现金20万元认缴新增注册资本20万元。,
AUTO-SUB-301563-032,301563,云汉芯城,301563_云汉芯城.jsonl,32,60,2018/6/28,股份公司第一次增资（C轮-员工股权激励）,周雪峰,自然人/其他,60,60,1,1,,,,人民币,同意对公司管理团队进行股权激励，由激励对象李文发、秦国君、李剑峰、周雪峰认缴发行人新增注册资本共计120万元，每股价格1元。其中，周雪峰以现金60万元认缴新增注册资本60万元。,
AUTO-SUB-301563-033,301563,云汉芯城,301563_云汉芯城.jsonl,33,62,2020/5/28,股份公司第二次增资（D轮）,火炬电子,自然人/其他,113.0488,5000,44.23,44.2287,,,,人民币,"根据发行人与火炬电子于2020年5月20日签署的《增资协议》，火炬电子以现金5,000万元认购上述新增股份113.0488万股。此次增资每股价格约为44.23元，对应发行人整体投后估值约为21亿元。",
AUTO-SUB-301563-034,301563,云汉芯城,301563_云汉芯城.jsonl,34,63,2020/9/23,股份公司第三次增资（D+轮）,厦门西堤,自然人/其他,96.899,5000,51.6,51.6001,,,,人民币,"厦门西堤以5,000.00万元认购公司新增股份96.899万股，96.899万元计入股本，剩余部分计入资本公积。此次增资及股权转让的每股价格约为51.6元，对应发行人整体投后估值约为25.2亿。",
AUTO-SUB-301563-035,301563,云汉芯城,301563_云汉芯城.jsonl,35,63,2020/9/23,股份公司第三次增资（D+轮）,中小企业发展基金（深圳南山有限合伙）,PE/VC或私募基金,38.7596,2000,51.6,51.6001,,,,人民币,"中小企业基金以2,000.00万元认购新增股份38.7596万股，38.7596万元计入股本，剩余部分计入资本公积。此次增资及股权转让的每股价格约为51.6元。",
AUTO-SUB-301581-001,301581,黄山谷捷,301581_黄山谷捷.jsonl,1,44,2021/11/11,"第一次增资（增资至1,714.2857万元）",深圳赛格高技术投资股份有限公司,产业资本/法人股东,462.8571,,22.42,,,,,人民币,2021 年 9 月 18 日，赛格高技术、上汽科技与黄山供销集团、张俊武、周斌及谷捷有限签署《黄山谷捷散热科技有限公司增资协议》，约定谷捷有限增加注册资本 514.2857 万元，其中赛格高技术认缴 462.8571 万元、上汽科技认缴 51.4286万元，增资价格为 22.42 元/注册资本，出资方式为货币。,投资金额未披露或非现金出资，保留空值
AUTO-SUB-301581-002,301581,黄山谷捷,301581_黄山谷捷.jsonl,2,44,2021/11/11,"第一次增资（增资至1,714.2857万元）","SAIC TECHNOLOGIES FUND II, LLC",自然人/其他,51.4286,,22.42,,,,,人民币,2021 年 9 月 18 日，赛格高技术、上汽科技与黄山供销集团、张俊武、周斌及谷捷有限签署《黄山谷捷散热科技有限公司增资协议》，约定谷捷有限增加注册资本 514.2857 万元，其中赛格高技术认缴 462.8571 万元、上汽科技认缴 51.4286万元，增资价格为 22.42 元/注册资本，出资方式为货币。,投资金额未披露或非现金出资，保留空值
AUTO-SUB-301581-003,301581,黄山谷捷,301581_黄山谷捷.jsonl,3,45,2022/5/26,"第二次增资（增资至1,804.5113万元）",黄山佳捷股权管理中心（有限合伙）,合伙企业-待复核,90.2256,2124.8129,23.55,23.55,,,,人民币,"2022 年 5 月 20 日，谷捷有限召开股东会，同意将公司的注册资本由1,714.2857 万元增至 1,804.5113 万元，新增注册资本 90.2256 万元由员工持股平台黄山佳捷全额认缴。2022 年 5 月 24 日，谷捷有限与黄山佳捷签署《黄山谷捷散热科技有限公司增资扩股协议》，新增注册资本 90.2256 万元由黄山佳捷全额认缴，增资价格为23.55 元/注册资本，出资方式为货币。黄山佳捷以 2,124.8129 万元认购发行人 90.2256 万元注册资本。",
AUTO-SUB-603418-001,603418,友升股份,603418_友升股份.jsonl,1,44,2020/9/27,第1批,金浦临港基金,PE/VC或私募基金,840,7000,8.3333,8.3333,,,,人民币,"2020 年 9 月，金浦临港基金、金浦科创基金和上海骁墨与本次增资前公司股东泽升贸易、罗世兵、共青城泽升、达晨创联基金共同签署《投资协议》，约定金浦临港基金、金浦科创基金和上海骁墨分别以 7,000 万元、3,000 万元和1,500 万元认购发行人新增注册资本 840 万元、360 万元和 180 万元。2020 年 9 月 27 日，经友升股份 2020 年第二次临时股东大会审议通过，友升股份股本由 12,000 万元增加至 13,380 万元，新增注册资本由金浦临港基金出资 840 万元、金浦科创基金出资 360 万元、上海骁墨出资 180 万元，出资方式均为货币资金，新增股份的认购价格为 8.3333 元/股。2020 年 9 月 30 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-002,603418,友升股份,603418_友升股份.jsonl,2,44,2020/9/27,第1批,金浦科创基金,PE/VC或私募基金,360,3000,8.3333,8.3333,,,,人民币,"2020 年 9 月，金浦临港基金、金浦科创基金和上海骁墨与本次增资前公司股东泽升贸易、罗世兵、共青城泽升、达晨创联基金共同签署《投资协议》，约定金浦临港基金、金浦科创基金和上海骁墨分别以 7,000 万元、3,000 万元和1,500 万元认购发行人新增注册资本 840 万元、360 万元和 180 万元。2020 年 9 月 27 日，经友升股份 2020 年第二次临时股东大会审议通过，友升股份股本由 12,000 万元增加至 13,380 万元，新增注册资本由金浦临港基金出资 840 万元、金浦科创基金出资 360 万元、上海骁墨出资 180 万元，出资方式均为货币资金，新增股份的认购价格为 8.3333 元/股。2020 年 9 月 30 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-003,603418,友升股份,603418_友升股份.jsonl,3,44,2020/9/27,第1批,上海骁墨,自然人/其他,180,1500,8.3333,8.3333,,,,人民币,"2020 年 9 月，金浦临港基金、金浦科创基金和上海骁墨与本次增资前公司股东泽升贸易、罗世兵、共青城泽升、达晨创联基金共同签署《投资协议》，约定金浦临港基金、金浦科创基金和上海骁墨分别以 7,000 万元、3,000 万元和1,500 万元认购发行人新增注册资本 840 万元、360 万元和 180 万元。2020 年 9 月 27 日，经友升股份 2020 年第二次临时股东大会审议通过，友升股份股本由 12,000 万元增加至 13,380 万元，新增注册资本由金浦临港基金出资 840 万元、金浦科创基金出资 360 万元、上海骁墨出资 180 万元，出资方式均为货币资金，新增股份的认购价格为 8.3333 元/股。2020 年 9 月 30 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-004,603418,友升股份,603418_友升股份.jsonl,4,45,2022/12/19,第2批,杉晖创业,自然人/其他,297.3333,10000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-005,603418,友升股份,603418_友升股份.jsonl,5,45,2022/12/19,第2批,上海联炻,自然人/其他,297.3333,10000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
