sample_id,pdf_name,page,keyword,snippet
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,39,普通合伙人,"1-1-39劳克斯曾为公司员工持股平台普拉特的普通合伙人。2020年，为扩大员工持股范围、维持核心人才队伍稳定、保障公司长远发展，劳克斯将其持有的普拉特份额全部转让予王飞山。报告期内，劳克斯未开展实际经营。劳克斯的基本情况如下：公司名称哈尔滨劳克斯科技有限公司统一社会信用代码91230111MA18X0KX32法定代表人李鹏堂成立时间2016年2月2日注册资本10.00万元注册地址哈尔滨市利民开发区南京路北华远新家园14栋2单元3层1号经营范围科技中介服务；企业管理；以自有资金从事投资活动；自有资金投资的资产管理服务主要业务无实际经营股权结构李鹏堂持股100%五、发行人股本情况（一）本次发行前后的股本结构情况公司本次发行前总股本为46,465,200股，其中公众股东持股2.15%；本次发行人民币普通股15,000,000股股票，占发行后总股本的24.40%；本次发行完成后，公司公众股东持股为26.03%，比例不低于25%。本次发行前后公司股本变化具体情况如下：序号股东名称本次发行前股本结构本次发行后股本结构持股数量（股）持股比例持股数量（股）持股比例1博德工业31,930,20068.72%31,930,20051.95%2李鹏堂11,809,80025.42%11,8"
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,40,执行事务合伙人,已实施的员工持股计划（1）基本情况普拉特为公司员工持股平台，截至本招股说明书签署日，持有公司172.50万股股份，占公司本次发行上市前股份总数的3.71%。普拉特共有合伙人45人，均为已与公司签订劳动合同的员工且符合本次员工持股计划参与条件。普拉特的基本情况如下：公司名称哈尔滨普拉特企业管理咨询有限合伙企业统一社会信用代码91230111MA18XEE70T执行事务合伙人王飞山成立日期2016年3月31日住所哈尔滨市利民开发区南京路华远新家园23栋3单元3层1号
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,41,执行事务合伙人,1-1-41出资额9.3209万元执行事务合伙人王飞山经营范围企业管理咨询。（2）人员构成截至本招股说明书签署日，普拉特的合伙人均为公司员工，其中：王飞山为普通合伙人，其余员工均为有限合伙人，具体情况如下：序号合伙人名称任职岗位入职时间持有出资额（万元）出资比例(%)1王飞山副总经理2012.2.271.1512.322杨璐原监事会主席、清洗剂销售部部长2005.8.190.727.723全江海原监事、清洗机销售部部长2004.10.200.606.444韩庆玲证券部部长2016.2.210.586.185周芝彬财务负责人、董事会秘书2005.9.120.566.026吴相军机械设计研发部副部长2006.6.190.464.947蒋喜库董事、生产部部长2008.9.20.454.838白铁权原监事、智能销售部部长2007.3.250.373.949王大亮董事、机械设计研发部部长、技术总监2007.8.70.363.8610王荔岩华耐视总经理2022.1.100.283.0011王铭铭电工班班长2008.9.220.252.7012王瑞工艺室主任、外协室主任2008.10.20.242.5713孙书辉清洗机销售部副部长2007.8.10.242.5714谢本才
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,47,执行事务合伙人,族，1965年8月出生，中国国籍，无境外永久居留权，毕业于合肥工业大学，机械制造专业本科学历，高级工程师。1988年8月至2012年2月在哈尔滨环保制氢设备工业公司历任工程师、制氢设备研究所副所长、制氢分厂书记、研发部部长；2012年2月至2015年6月在大鹏有限任生产部部长；2015年6月至今在大鹏工业（含大鹏有限）任副总经理，2020年9月至今在普拉特任执行事务合伙人。（4）周芝彬周芝彬，男，汉族，1971年3月出生，中国国籍，无境外永久居留权，毕业于黑龙江财政专科学校，审计专业专科学历，中级会计师。1993年8月至1996年12月在哈尔滨白天鹅制药厂任会计；1997年1月至2002年11月在哈尔滨特隆塑料包装有限公司任会计；2002年12月至2005年8月在哈尔滨特隆塑料包装有限公司任财务主任；2005年9月至2007年5月在岛田春鸟任财务部长；2005年9月至今在大鹏工业（含大鹏有限）任财务部长，财务负责人；2017年8月至今在大鹏工业任董事会秘书。4、董事、原监事、高级管理人员的兼职情况截至本招股说明书签署日，除在公司及合并范围内子公司任职外，公司董事、高级管理人员在其他单位的兼职情况如下：
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,48,执行事务合伙人,滨理工大学特聘教授无关联关系黑龙江省机械工程学会副理事长、秘书长独立董事担任高级管理人员的企业，认定为关联方栾宝云独立董事上海华税通冉税务师事务所有限公司监事无关联关系刘存独立董事北京华锐光年文化发展有限公司执行总裁无关联关系深圳南山汇融股权投资管理有限公司报告期内曾任投资总监无关联关系北京昆玉资本管理有限公司报告期内曾任副总裁无关联关系王飞山副总经理普拉特执行事务合伙人员工持股平台，高级管理人员担任执行事务合伙人，认定为关联方周芝彬财务负责人、董事会秘书---杨璐原监事会主---
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,113,备案编号,已搬迁至新厂区。上述瑕疵房产均位于老厂区内，公司老厂区现用于清洗剂生产与机器视觉检测设备研发，可用厂区充裕，即使公司的瑕疵房产被拆除，也可妥善安置工业清洗剂生产车间。因此，该等瑕疵房产不对公司生产经营构成重大不利影响。（2）房屋租赁情况截至本招股说明书签署日，发行人不存在外部租赁，其与子公司之间的房屋租赁情况如下：序号承租方出租方房屋坐落租赁面积租赁期间租赁备案编号1华耐视大鹏工业哈尔滨市利民开发区同盛路10号465㎡办公楼2025.1.1-2025.12.31哈房租登字第2025031000001另外，深圳（哈尔滨）产业园投资开发有限公司出具《无偿注册使用证明》，自愿将其位于哈尔滨市松北区智谷大街288号深圳（哈尔滨）产业园区科创总部2号楼东区1楼262室无偿提供给华耐视用作注册场所使用，使用期限自2025年7月23日至2026年7月22日。（3）主要生产设备公司的主要生产设备为各类型切割设备、机床、起重机、喷砂房、焊机等，报告期末具体如下：
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,147,执行事务合伙人,人关系密切的家庭成员，包括配偶、父母、配偶的父母、兄弟姐妹及其配偶、年满十八周岁的子女及其配偶、配偶的兄弟姐妹和子女配偶的父母15李永堂实际控制人之兄弟，于博德工业担任总经理16李志平实际控制人兄弟之子，于博德工业担任监事17华耐视公司之控股子公司18哈尔滨普拉特企业管理咨询有限合伙企业公司员工持股平台，公司高级管理人员王飞山持有12.32%出资份额，并担任执行事务合伙人19哈尔滨劳克斯科技有限公司实际控制人李鹏堂控制的其他企业20上海晓百世管理咨询有限公司独立董事栾宝云持股50%并曾担任执行董事的企业21黑龙江省铸造协会独立董事郭洪鑫任理事长22黑龙江省机械工程学会独立董事郭洪鑫任副理事长、秘书长（1）控股股东及实际控制人及其控制的企业1）控股股东及实际控制人截至本招股说明书签署日，博德工业持有公司68.72%股权，为公司控股股东。实际控制人李鹏堂直接持有公司25.42%股份，持有公司控股股东博德工业82.19%股份，合计控制公司94.13%股份。2）实际控制人控制的其他企业除公司及子公司之外，公司实际控制人控制的其他企业包括博德工业、劳克斯。（2）持有公司5%以上股份的股东除博德工业、李鹏堂外，直接或间接持有公司5%以上股份的股东还包括李俊堂。具
BSE002,BSE002_920091_哈尔滨岛田大鹏工业股份有限公司_招股说明书.pdf,148,执行事务合伙人,理人员序号关联方名称关联关系1李鹏堂在公司控股股东任执行董事2李永堂在公司控股股东任总经理3李志平在公司控股股东任监事（5）公司的子公司公司目前有一家控股子公司华耐视，请参见本招股说明书之“第四节发行人基本情况”之“七、（一）控股子公司情况”。（6）其他关联方除上述所列示的关联方外，公司还有以下关联方：序号关联方名称关联关系1普拉特公司员工持股平台，王飞山任执行事务合伙人，并持有12.32%出资份额2黑龙江省铸造协会郭洪鑫任理事长3黑龙江省机械工程学会郭洪鑫任副理事长、秘书长4上海晓百世管理咨询有限公司栾宝云持股50%股权，并曾担任执行董事2、报告期内关联方变化情况序号名称报告期内的关联关系关联方变化情况及原因1黑龙江省机械郭洪鑫任负责人2021年12月不再担任负责人，
GEM001,GEM001_301581_黄山谷捷股份有限公司_招股说明书.pdf,53,执行事务合伙人,"1.7186%合计30,000.0000100.0000%3、黄山佳捷股权管理中心（有限合伙）黄山佳捷持有发行人300.00万股，占发行人本次公开发行前总股本的5.00%，其基本情况如下：企业名称黄山佳捷股权管理中心（有限合伙）统一社会信用代码91341004MA8P2F2B9W成立时间2022年5月20日注册地址及主要经营地安徽省黄山市徽州区文峰西路16号执行事务合伙人张俊武企业类型有限合伙企业出资额2,124.8129万元经营范围一般项目：以自有资金从事投资活动（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）黄山佳捷为黄山谷捷的员工持股平台，截至本招股说明书签署日，合伙人出资情况如下：单位：万元序号姓名合伙人类别在公司任职情况出资金额出资比例1张俊武普通合伙人董事、总经理297.471814.00%2罗仁棠有限合伙人副总经理276.225013.00%3程家斌有限合伙人副总经理、董事会秘书212.482310.00%4谷伟有限合伙人营销部经理169.98398.00%"
GEM001,GEM001_301581_黄山谷捷股份有限公司_招股说明书.pdf,54,有限合伙人,"黄山谷捷股份有限公司招股说明书1-1-53序号姓名合伙人类别在公司任职情况出资金额出资比例5周斌有限合伙人董事、副总经理148.73717.00%6汪琦有限合伙人财务负责人148.73717.00%7肖内有限合伙人研发中心主任148.73717.00%8黄芳芳有限合伙人质量部经理148.73717.00%9刘庆喜有限合伙人生产部经理148.73717.00%10凌志明有限合伙人物料部经理84.99204.00%11吴亚玲有限合伙人行政人事部经理84.99204.00%12吴学智有限合伙人设备部副经理63.74513.00%13王韬有限合伙人研发中心副主任63.74513.00%14程仲伽有限合伙人生产部副经理63.74513.00%15程杰文有限合伙人生产部副经理63.74513.00%合计2,124.8129100.00%（四）控股股东、实际控制人控制的其他企业截至本招股说明书签署日，除控制发行人外，控股股东、实际控制人控制的其他企业基本情况如下：序号名称成立时间注册资本（万元）注册地址主营业务持股情况1黄山荷琇生物科技有限公司2015.08.271,000.00安徽省黄山高新技术产业开发区金鸡路102号化妆品、日用化学产品等黄山供销集团持股100%2黄山乐惟化妆品贸易有限公司2019.03.20100.00安徽省黄"
GEM001,GEM001_301581_黄山谷捷股份有限公司_招股说明书.pdf,57,私募基金,"黄山谷捷股份有限公司招股说明书1-1-56序号名称成立时间注册资本（万元）注册地址主营业务持股情况资产）36黄山新安江资本投资管理有限公司2020.7.161,000.00安徽省黄山市屯溪区天都大道30号君悦华府808室私募基金管理、股权投资等业务黄山市信投投资有限公司持股100%37黄山市征信有限公司2019.2.11,000.00安徽省黄山市屯溪区社屋前路昱东大厦19楼征信服务业务黄山产业投资集团有限公司持股100%38黄山市乡村振兴开发投资有限公司2020.11.101,000.00安徽省黄山市屯溪区昱东街道昱东大厦18楼未实际开展业务黄山市信投资产管理有限公司持股100%39黄山市军粮供应站有限公司1989.8.14500.00安徽省黄山市屯溪区黄山中路33号军粮供应保障，粮油、副食品零售黄山市生态粮油食品集团有限公司持股100%40黄山市粮食储备库有限公司2008.9.28500.00安徽省黄山市屯溪区黄山中路33号军粮供应站内政策性粮油（市级储备原粮、成品粮油）承储、省市两级生活类应急救灾物资保管黄山市生态粮油食品集团有限公司持股100%41黄山徽加电子商务有限公司2018.3.20200.00黄山市屯溪区社屋前路昱东大厦18楼电子商务销售业务黄山市信投投资有限公司持股100%42安徽省生态产品交易所有限责任公司2011.11.2210,000.00黄山市屯溪区社屋前路昱东大厦写字楼18层农村产权等生产权益交易所业务黄山产业投资"
GEM001,GEM001_301581_黄山谷捷股份有限公司_招股说明书.pdf,59,前十名股东,"1375%7社会公众股--2,000.0025.0000%合计6,000.00100.0000%8,000.00100.0000%注：CS指ControllingState-ownedShareholder，国有实际控制股东，根据《深圳市国资委关于黄山谷捷股份有限公司国有股权管理有关问题的批复》（深国资委函[2023]182号）认定，下同。（二）本次发行前的前十名股东情况本次发行前，发行人前十名股东的持股情况如下：序号股东姓名/名称持股数量（万股）持股比例1黄山供销集团3,112.2051.8700%2赛格高技术（CS）1,539.0025.6500%3张俊武438.907.3150%4周斌438.907.3150%5黄山佳捷300.005.0000%6上汽科技（CS）171.002.8500%合计6,000.00100.0000%（三）本次发行前的前十名自然人股东及其在公司任职情况本次发行前，发行人的前十名自然人股东及其在发行人处任职的情况如下：序号股东姓名直接持股数量（万股）持股比例在公司任职情况1张俊武438.907.3150%董事、总经理2周斌438.907.3150%董事、副总经理合计877.8014.6300%-（四）发行人股本中国有股份或外资股份情况1、国有股份情况发行人股东中，赛格高技术为国有股东，持有发行人1,539万股，占发行人发行前总股本的25.65%；上汽科技为国有股东且为境外主体，持有发行人171万股，占发行人发行前总股本的2.85%。2023年3月30日，深圳市人民政府国有资产监督管理委员会出具《深圳市"
GEM001,GEM001_301581_黄山谷捷股份有限公司_招股说明书.pdf,60,执行事务合伙人,%以上股份或表决权的主要股东的基本情况”之“3、黄山佳捷股权管理中心（有限合伙）”。3、新增股东与发行人其他股东、董事、监事、高级管理人员是否存在关联关系，新增股东与本次发行的中介机构及其负责人、高级管理人员、经办人员是否存在关联关系，新增股东是否存在股份代持情形黄山佳捷为员工持股平台，发行人董事、总经理、股东张俊武持有黄山佳捷14%的合伙份额并担任黄山佳捷执行事务合伙人，董事、副总经理、股东周斌持有黄山佳捷7%的合伙份额，职工代表监事谷伟持有黄山佳捷8%的合伙份额，副总经理罗仁棠持有黄山佳捷13%的合伙份额，副总经理兼董事会秘书程家斌持
